KaedeZoy.Zoy.1,卓米斯诺真的很难搞啊,
KaedeZoy.Zoy.2,搞点铜蓝安神液喝一下也行吧,
KaedeZoy.Kaede.3,我不会让我儿子喝那种垃圾的,
KaedeZoy.Kaede.4,我不会让我女儿喝那种垃圾的,
KaedeZoy.Zoy.5,也没有到垃圾的程度啦,
KaedeZoy.Zoy.6,没有结晶药科顶着，医院也会破产的捏,
KaedeZoy.Zoy.7,好吧好吧,
KaedeZoy.Kaede.8,我可以加钱,
KaedeZoy.Zoy.9,倒不是钱的事情啦,
KaedeZoy.Zoy.10,这个药得实名去搞,
KaedeZoy.Zoy.11,我又没有实体人的医疗 ID,
KaedeZoy.Kaede.12,我把 Miki 的发你,
KaedeZoy.Zoy.13,好,
KaedeZoy.Zoy.14,稍微有个小问题是,
KaedeZoy.Zoy.15,我不知道 Miki 有没有进编制的打算啊,
KaedeZoy.Zoy.16,只有一类精神病才可以开到卓米诺斯,
KaedeZoy.Zoy.17,这个记录可能会有点影响,
KaedeZoy.Kaede.18,加点钱能消吗？,
KaedeZoy.Zoy.19,哈哈，赛博生命也不是万能的啊,
KaedeZoy.Kaede.20,用我的 ID 吧,
KaedeZoy.Zoy.21,好的,
KaedeZoy.Zoy.22,"<color=#38639A><sprite name=""Link"">[处方单]",
KaedeZoy.Zoy.23,麻烦 Kaede 医生签个字咯,
KaedeZoy.Kaede.24,我在骨科能签精神科的处方单吗？,
KaedeZoy.Zoy.25,没事的啦,
KaedeZoy.Zoy.26,只要是我们医院的都行,
KaedeZoy.Kaede.27,好,
KaedeZoy.Kaede.28,打印出来签吗,
KaedeZoy.Zoy.29,用聊天自带的 PDT SIGN 签电子处方就可以的,
KaedeZoy.Kaede.30,"<color=#38639A><sprite name=""Link"">[处方单_已签署]",
KaedeZoy.Monologue.31,Cenol……原来就是卓米斯诺……,
KaedeZoy.Monologue.32,我两年前在吃的药……,
KaedeZoy.Monologue.1101,我想起来了……,
KaedeZoy.Monologue.33,当时是因为被管制了所以拜托老妈帮忙……,
KaedeZoy.Monologue.34,老妈也是在那一年突然离开医院，自己开诊所……,
KaedeZoy.Monologue.35,我靠啊……原来是这样……,
KaedeZoy.Monologue.36,她是在帮我搞这个药的过程中被赛博生命算计了……,
KaedeZoy.Monologue.37,至今都被 MaLow 抓着把柄……,
KaedeZoy.Monologue.38,怎么会这样……,
KaedeZoy.Monologue.39,这都是因为——,
KaedeZoy.Monologue.40.1,我,
KaedeZoy.Monologue.41,是为了要帮我开药才会……,
KaedeZoy.Monologue.40.2,编制,
KaedeZoy.Monologue.43,我根本没有说过我要考编制啊……,
KaedeZoy.Monologue.44,为了这种事情就……,
KaedeZoy.Monologue.40.3,赛博生命,
KaedeZoy.Monologue.46,好险恶的Zoy……,
KaedeZoy.Monologue.47,……,
KaedeZoy.Monologue.48,……,
KaedeZoy.Monologue.49,胸口闷得喘不过气来……,
KaedeZoy.Monologue.50,有什么是我能做的吗……,
KaedeZoy.Monologue.51,没有办法啊……,
KaedeZoy.Monologue.52,好无力……,
KaedeZoy.Monologue.53,但是又要在这个时候做出决定……,
KaedeZoy.Monologue.54,我可以假装不知道这件事情，以 Malow 身份让老妈道歉……,
KaedeZoy.Monologue.55,……只要没有其它人知道……,
KaedeZoy.Monologue.56,我可以领走 Malow 的报酬……,
KaedeZoy.Monologue.57,这样做就……没问题……,
KaedeZoy.Monologue.58,真的没问题吗……？,
KaedeZoy.Monologue.59,感觉这样做了以后会无法直视老妈的眼睛……,
KaedeZoy.Monologue.60,不行。,
KaedeZoy.Monologue.61,这个任务继续不下去。,
