NoraAskRolan.Tips.300,2011年6月23日 09:01,
NoraAskRolan.Nora.301,美工就照我们刚刚说的那样做就可以了,
NoraAskRolan.Nora.302,中午让 Roland 把美工做出来,
NoraAskRolan.Nora.303,OK吗？,
NoraAskRolan.Regules.304,好的，我明白了,
NoraAskRolan.Nora.1,Re，问一下 Roland 那边美工做好了吗,
NoraAskRolan.Todo.1000,问 Roland 美工的情况,
NoraAskRolan.Nora.2,再不发热度就掉下去蹭不上了,
NoraAskRolan.Nora.3,你抓紧点,
NoraAskRolan.Nora.400,你在干嘛？,
NoraAskRolan.Nora.401,回个消息要这么长时间？,
NoraAskRolan.Nora.402,这个视频做晚了就来不及了,
NoraAskRolan.Nora.403,你搞快点,
NoraAskRolan.Nora.404,你今天怎么回事,
NoraAskRolan.Nora.405,什么都要我催,
NoraAskRolan.Monologue.402,没有<color=#DB7F20> 第一时间回复 </color>，被 Nora 说了一顿……,
NoraAskRolan.Monologue.403,靠，又没有瞬间<color=#DB7F20> 回复 </color>Nora ……,
NoraAskRolan.Monologue.404,真的一定要每次都<color=#DB7F20> 回复 </color>Nora 吗……,
NoraAskRolan.Monologue.405,可是我再快也没有用啊。,
NoraAskRolan.Typing.4,好的，我明白了,
NoraAskRolan.Typing.5,具体是什么美工呢,
NoraAskRolan.Nora.6,哎呀，不是上午才跟你说过,
NoraAskRolan.Nora.7,就那个前TT员工私下贩卖AI算力的封面,
NoraAskRolan.Todo.1001,问 Roland 前 TT 员工私下贩卖 AI 算力封面的情况,
NoraAskRolan.Typing.8,好的,
NoraAskRolan.Typing.201,那个，需求定了吗,
NoraAskRolan.Nora.9,让 Roland 把那个图做大一点,
NoraAskRolan.Nora.10,把 TT 拿那种交通标志的圆盘,
NoraAskRolan.Nora.11,中间拉一个红色的大横条,
NoraAskRolan.Nora.12,OK吗？,
NoraAskRolan.Monologue.406,为什么不一口气说完呢！！,
NoraAskRolan.Typing.13,OK,
NoraAskRolan.Nora.100,人呢,
NoraAskRolan.Nora.101,回个消息的速度快点啊,
NoraAskRolan.Typing.14,哈罗，我来问一下美工进度,
NoraAskRolan.Roland.15,催催催,
NoraAskRolan.Roland.16,天天催,
NoraAskRolan.Roland.17,大晚上的还把人叫来做图,
NoraAskRolan.Roland.18,我是 AI 吗？一分钟就渲一张给你,
NoraAskRolan.Monologue.19,靠，我一句话没骂就被他骂四句。,
NoraAskRolan.Roland.20,什么东西你要问,
NoraAskRolan.Monologue.21,我要问什么来着……,
NoraAskRolan.Monologue.22,靠，刚才没有问……,
NoraAskRolan.Monologue.23,虽然心里很不爽，但还是回去问下 Nora 吧。,
NoraAskRolan.Todo.1002,问 Nora 具体要问什么,
NoraAskRolan.Typing.24,哈罗，我来问下 TT 卖算力的那个封面进度,
NoraAskRolan.Typing.200,就是 TT 卖算力的那个封面进度,
NoraAskRolan.Roland.25,在做了,
NoraAskRolan.Roland.26,晚上十二点之前给,
NoraAskRolan.Roland.27,你们的需求定了吗,
NoraAskRolan.Roland.28,做出来就来不及改了,
NoraAskRolan.Todo.1003,问 Nora 需求定了吗,
NoraAskRolan.Todo.1004,让 Roland 把图做大一点,
NoraAskRolan.Typing.29,Nora 那边说要做大一点？,
NoraAskRolan.Roland.30,做大一点？,
NoraAskRolan.Roland.31,你打个问号是什么意思？,
NoraAskRolan.Roland.32,你是说画面尺寸吗？,
NoraAskRolan.Roland.33,贝壳湖的横版封面都是 1024 X 576,
NoraAskRolan.Roland.34,做大了也会被裁掉,
NoraAskRolan.Monologue.35,靠……他说的好有道理。,
NoraAskRolan.Todo.1005,红色的……交通标志,
NoraAskRolan.Typing.36,呃，我们是想做一个红色的,
NoraAskRolan.Typing.37,类似交通标志禁止的那种做得显眼一点,
NoraAskRolan.Roland.38,红色？？交通标志？？,
NoraAskRolan.Roland.39,你上午不是和我说要做一个栅栏加黑色剪影吗？,
