HappyCome.Kaede.1,Miki，你在做什么？,
HappyCome.Typing.3,没干什么,
HappyCome.Think.102,好像也没这么忙,
HappyCome.Typing.103,现在有点事，一会再说吧,
HappyCome.Think.104,先做完手上的事吧,
HappyCome.Kaede.105,好,
HappyCome.Kaede.106,有空的时候说一声,
HappyCome.Typing.107,好,
HappyCome.Typing.108,我忙完了,
HappyCome.Kaede.109,刚刚在忙吗？,
HappyCome.Kaede.4,又在无所事事吗,
HappyCome.Typing.5,嗯，是啊,
HappyCome.Kaede.6,工作的事情怎么样,
HappyCome.Typing.7,还好啊，和以前一样,
HappyCome.Typing.8,你要吵架吗？,
HappyCome.Kaede.9,没那个意思,
HappyCome.Typing.10,在工作,
HappyCome.Kaede.11,辞职吧,
HappyCome.Kaede.12,把工作辞掉吧,
HappyCome.Typing.13,我的工作和你没有关系,
HappyCome.Typing.14,哈哈，怎么突然这么说,
HappyCome.Kaede.15,你不是说经常被你上司说,
HappyCome.Kaede.16,还每天都加班到很晚,
HappyCome.Kaede.17,你那个破公司是私企,
HappyCome.Kaede.18,又没有加班费,
HappyCome.Kaede.19,还在那里吃苦受罪做什么？,
HappyCome.Typing.20,其实我还好,
HappyCome.Typing.21,/表情:对不起,
HappyCome.Kaede.22,我早就说过建筑行业是夕阳行业,
HappyCome.Kaede.23,而且你的学历也不足以支持你在大城市发展,
HappyCome.Typing.24,那你想要我怎么样？,
HappyCome.Typing.25,/表情:好的,
HappyCome.Kaede.26,不是我想要你怎么样！,
HappyCome.Kaede.27,你真觉得建筑能干一辈子吗？,
HappyCome.Typing.28,没什么不行吧,
HappyCome.Kaede.29,你二十多岁可以干工地，以后等你老了怎么办？,
HappyCome.Typing.30,我是建筑师，也不完全是干工地的,
HappyCome.Kaede.31,呵呵，建筑师，谁会和月薪3000的建筑师结婚？,
HappyCome.Kaede.32,你那个高中同学 Charli，人家早都读完硕士，已经在大公司工作好几年,
HappyCome.Kaede.33,你看看人家都赚了多少钱了,
HappyCome.Kaede.34,你这个年纪，该成家立业了,
HappyCome.Typing.35,那你就去找 Charli 当你的孩子呗,
HappyCome.Typing.36,你结了婚，后来不是也离婚了,
HappyCome.Kaede.37,你什么时候回来,
HappyCome.Kaede.38,回家里来，你想做什么都可以,
HappyCome.Kaede.39,没必要一个人在外面熬着，给房东打工,
HappyCome.Kaede.40,家里又不是养不起你,
HappyCome.Typing.41,/表情:难受,
HappyCome.Kaede.42,你什么时候回来,
HappyCome.Typing.43,再说吧，现在有事情要忙,
HappyCome.Kaede.44,先回来吧,
HappyCome.Kaede.45,回来我们一起商量下以后做什么,
HappyCome.Typing.46,在大川没有我想做的工作,
HappyCome.Kaede.47,你想做什么工作？,
HappyCome.Kaede.48,建筑？大川也能做建筑啊，非得待在麻园吗,
HappyCome.Typing.49,大川根本没有个人住宅啊，全是格子楼，根本不需要建筑师,
HappyCome.Kaede.50,那麻园有你修的楼吗？,
HappyCome.Monologue.51,没有……,
HappyCome.Typing.52,我不想再寄人篱下了,
HappyCome.Kaede.53,说的什么话，依靠自己的妈妈也算寄人篱下?,
HappyCome.Typing.54,我们没什么可商量的,
HappyCome.Typing.55,你有你的人生和生活,
HappyCome.Typing.56,我不想要打扰你,
HappyCome.Kaede.57,说的什么话，你也是我人生的一部分,
HappyCome.Kaede.58,我知道我没有能力把你安排进大川烟草或者大川制药,
HappyCome.Typing.59,我不想去，那种生活不值得过,
HappyCome.Typing.60,/表情:好的,
HappyCome.Kaede.61,你先回来,
HappyCome.Kaede.62,现在大环境很不好,
HappyCome.Kaede.63,在家可以节省点房租和开支,
HappyCome.Kaede.64,休息、调整个一年半载，再去想下一步怎么走,
HappyCome.Typing.65,我怕你会把压力传导给我,
HappyCome.Kaede.66,什么传导？,
HappyCome.Typing.67,我怕你会骂我,
HappyCome.Kaede.68,我骂你干嘛？,
HappyCome.Kaede.69,你回来还是一样做你的设计，和你的水泥。,
HappyCome.Kaede.70,你自己好好考虑考虑,
HappyCome.Typing.71,我知道了,
HappyCome.Kaede.72,我给你的卡上转了 2000，别太委屈自己，一个人也过得好点,
HappyCome.Kaede.73,待不下去就回来,
HappyCome.Monologue.2,"从我的账号来的消息……
是<color=#DB7F20> 老妈 </color>啊。",
