Haruka&Nami.Tips.1,以下是新消息,
Haruka&Nami.Haruka.1,怎么样怎么样？,
Haruka&Nami.Haruka.2,老头怎么说，有进展吗,
Haruka&Nami.Typing.3,他说他不同意我们的亲事,
Haruka&Nami.Haruka.4,哈哈哈哈，你在说什么乱七八糟,
Haruka&Nami.Haruka.5,我们都是女生啊,
Haruka&Nami.Haruka.6,快说他说了什么,
Haruka&Nami.Typing.7,在那之前，我有几件事情想问你,
Haruka&Nami.Typing.8,我们应该没有定下那种，我拿了菲兹奖就结婚的约定吧？,
Haruka&Nami.Haruka.9,有啊有啊，我们不是约定了要在青森结婚隐居吗？,
Haruka&Nami.Typing.10,！竟然有这种事情,
Haruka&Nami.Haruka.11,当然是开玩笑的啦哈哈哈哈,
Haruka&Nami.Haruka.12,你今天是怎么了，怎么一直说这些,
Haruka&Nami.Haruka.13,用你的话来说,
Haruka&Nami.Haruka.14,可是我们没有钱啊,
Haruka&Nami.Haruka.15,先搞定老头，然后一起考进麻艺，加入设计院，成为天才双子星,
Haruka&Nami.Haruka.16,一口气赚到五位数的设计费，在青森盖一个水泥小木屋,
Haruka&Nami.Haruka.17,嚯嚯嚯——前途一片光明呀！Nami！,
Haruka&Nami.Monologue.18,"真的……
是这样的吗？",
Haruka&Nami.Monologue.19,年轻人对未来就是充满这种彩虹色的幻想啊……,
Haruka&Nami.Monologue.20,对设计院的黑暗还一无所知。,
Haruka&Nami.Todo.1,用建筑说服 Grave？,
Haruka&Nami.Monologue.200,说不定可以用建筑的专业，来打动 Grave。,
Haruka&Nami.Typing.21,那个，关于搞定老头,
Haruka&Nami.Typing.22,我具体要怎么说啊？,
Haruka&Nami.Haruka.23,你前两天不是信誓旦旦地列了个计划吗？,
Haruka&Nami.Haruka.24,我觉得按那个说就可以啊,
Haruka&Nami.Typing.25,计划是？,
Haruka&Nami.Haruka.26,就是你先把作品集发给他,
Haruka&Nami.Haruka.27,然后和他说上几句煽情的话,
Haruka&Nami.Haruka.28,后面我也不记得了,
Haruka&Nami.Haruka.29,哎呀，其实不用计划啦,
Haruka&Nami.Haruka.30,老头这个人很简单的，只要你的设计好，他肯定会答应你,
Haruka&Nami.Haruka.31,他前两天还在抱怨手下的新人,
Haruka&Nami.Haruka.32,：宇宙都要爆炸了，你怎么还在做一楼的平面图？,
Haruka&Nami.Haruka.33,你这种效率很难在建筑师的战场上生存啊,
Haruka&Nami.Monologue.34,……这话我是不是在公司听过？,
Haruka&Nami.Monologue.35,原来 Grave 老师也会骂人……,
Haruka&Nami.Haruka.36,Nami画的图一定没问题啦,
Haruka&Nami.Todo.2,用梦想说服 Grave？,
