D9E5AspenOffline.Todo.100,尝试联系 Aspen,
D9E5AspenOffline.Typing.1,Penny,
D9E5AspenOffline.Typing.2,在吗？,
D9E5AspenOffline.Typing.3,我有事情要找你,
D9E5AspenOffline.Typing.4,我想你了,
D9E5AspenOffline.Aspen.5,<color=#A69884>你好，我心爱的A骑士！主包正在为了成为第一中单努力修行中~有什么烦恼请留言~有直播的话会第一时间在骑士群里通知哦~[自动回复],
D9E5AspenOffline.Typing.6,我是Lith,
D9E5AspenOffline.Typing.7,有事情和你说,
D9E5AspenOffline.Aspen.8,<color=#A69884>你好，我心爱的A骑士！主包正在为了成为第一中单努力修行中~有什么烦恼请留言~有直播的话会第一时间在骑士群里通知哦~[自动回复],
D9E5AspenOffline.Monologue.9,醉酒喵。,
D9E5AspenOffline.Monologue.10,靠，该死的自动回复……,
D9E5AspenOffline.Monologue.11,找不到这个人吗……,
D9E5AspenOffline.Todo.101,Aspen 不在,
