D2NewArchiAward.Monologue.1,上班的时候搞到一个不错的破解版 Sketching。,
D2NewArchiAward.Monologue.2,"限制法案搞这么凶，
现在还能找到破解版可真不容易啊。",
D2NewArchiAward.Monologue.3,"嗯……白天没多少工作，
晚上终于能攒出点精力来做别的事情了。",
D2NewArchiAward.Monologue.4,昨天才和 Dom 老大说过建筑比赛的事情。,
D2NewArchiAward.Monologue.101,麻园滨海……和一之濑……,
D2NewArchiAward.Monologue.102,好险……两个比赛的截止日期都是6月23号。,
D2NewArchiAward.Monologue.103,通常来说现在开始肯定来不及。,
D2NewArchiAward.Monologue.104,……,
D2NewArchiAward.Monologue.105,……,
D2NewArchiAward.Monologue.106,好像不只是通常来说，现在看来不管怎么说都……,
D2NewArchiAward.Monologue.107,怎么办好呢……,
D2NewArchiAward.Monologue.108,要用那个吗……,
D2NewArchiAward.Monologue.109,现在，在这里!,
D2NewArchiAward.Monologue.110,嗯，只要把这几年脑内的积累发挥出来。,
D2NewArchiAward.Monologue.111,一定可以完成的！,
D2NewArchiAward.Monologue.112,今天先起个头——,
D2NewArchiAward.Monologue.113,风电厂的事情估计每天待到下午就可以从现场开溜……,
D2NewArchiAward.Monologue.114,回城是不可能了，我记得电厂的图书馆好像是开到晚上十点？,
D2NewArchiAward.Monologue.115,平面和设计的东西可以在那里做。,
D2NewArchiAward.Monologue.116,剩下就是模型……算下来还有<color=#DB7F20> 两天 </color>在家的时间可以做。,
D2NewArchiAward.Monologue.117,这样算的话应该来得及。,
D2NewArchiAward.Monologue.118,我得藏一瓶杰克锅头带过去。,
D2NewArchiAward.Monologue.119,嗯，这样就没问题了。,
D2NewArchiAward.Monologue.120,接下来就是要认真考虑参加哪个比赛……,
D2NewArchiAward.Monologue.7,"一之濑设计奖，
国际大比赛，想要获奖的话应该会有相当的难度。",
D2NewArchiAward.Monologue.8,"比赛的主题是……
设计师。",
D2NewArchiAward.Monologue.9,"哇……
它的主题每次都让人热血澎拜啊。",
D2NewArchiAward.Monologue.10,"没有甲方，只有设计师的世界，
这不就是天堂吗！",
D2NewArchiAward.Monologue.11,要以天堂为设计理念设计一座建筑吗……？,
D2NewArchiAward.Monologue.12,"这样似乎也不错……
不过我可不太擅长水体设计啊……",
D2NewArchiAward.Monologue.14,然后就是，麻园市滨海未来建筑与环境设计大赛。,
D2NewArchiAward.Monologue.15,主题是传统。,
D2NewArchiAward.Monologue.16,"先不论主题，
看名字就知道不是特别厉害的比赛。",
D2NewArchiAward.Monologue.17,因为名字越长的比赛通常来说水分越大……,
D2NewArchiAward.Monologue.18,"好吧，
其实和名字没什么关系……",
D2NewArchiAward.Monologue.19,主要是因为这是我们设计院办的比赛。,
D2NewArchiAward.Monologue.20,虽然我觉得除了 Grave 老师以外没什么有实力的竞争者。,
D2NewArchiAward.Monologue.21,但是这个比赛能不能获奖的就全凭运气了。,
D2NewArchiAward.Monologue.22,除非姓 Nakaji 和 Achi 的都不参加——,
D2NewArchiAward.Monologue.23,这样的话就能轻松斩获头奖了啊！,
D2NewArchiAward.Monologue.27,"说起来，
我这台微波炉真的能渲起来吗……",
D2NewArchiAward.Monologue.35,"> <color=#A69884>3D 设计软件 Sketching 正在电脑上安装，
现在先处理一下兼职的事情吧。",
