WillLynn.Tips.1,2011/6/2 00:02,
WillLynn.Lynn.2,我还爱你,
WillLynn.Lynn.3,我们没有正式分手吧,
WillLynn.Lynn.4,我还爱你，你明白吗？,
WillLynn.Lynn.5,你干嘛？,
WillLynn.Tips.6,2011/6/2 00:38,
WillLynn.Lynn.7,你有新女友了吗？,
WillLynn.Will.8,没有,
WillLynn.Lynn.9,只是借用了别人的温柔？,
WillLynn.Will.10,也没借用温柔,
WillLynn.Lynn.1001,我看见你发的新鲜事了,
WillLynn.Will.11,那他妈是台词啊台词,
WillLynn.Tips.12,2011/6/4 00:02,
WillLynn.Lynn.13,你什么时候请我去你们游戏作曲？,
WillLynn.Will.14,啥？,
WillLynn.Lynn.15,新项目不需要作曲家吗？,
WillLynn.Lynn.16,你曾经拥有过我,
WillLynn.Lynn.17,你现在还有机会的,
WillLynn.Will.18,我在玩游戏,
WillLynn.Will.19,到时候再说吧,
WillLynn.Lynn.19_1,想吃掉你的肾,
WillLynn.Tips.20,2011/6/5 00:02,
WillLynn.Lynn.21,我快要坚持不住了,
WillLynn.Lynn.22,我真的没办法,
WillLynn.Lynn.23,我感觉我好像失去了一切,
WillLynn.Lynn.24,我已经没办法再坚持下去了真的,
WillLynn.Lynn.24_1,为什么你就是不肯出现在我面前呢,
WillLynn.Lynn.25,你还爱我！,
WillLynn.Tips.26,2011/6/9 00:02,
WillLynn.Lynn.27,我入职 CT 了,
WillLynn.Tips.28,2011/6/9 00:12,
WillLynn.Will.29,恭喜,
WillLynn.Tips.30,2011/6/15 01:05,
WillLynn.Lynn.31,如果我当时能去挽留你的话，我们是不是还有机会在一起？,
WillLynn.Lynn.32,但是你也没挽留我，你为什么不开口,
WillLynn.Lynn.33,你曾经说过永远的,
WillLynn.Lynn.34,我知道我是个很不好的人对不起，一直以来都很感谢你的照顾,
WillLynn.Lynn.35,我是真的爱你,
WillLynn.Lynn.36,我们曾经真心相爱过，是吧？,
WillLynn.Will.37,是，我们曾经真心相爱过,
WillLynn.Will.38,而且你是个很好的人,
WillLynn.Will.39,你只是生病了,
WillLynn.Lynn.40,我就是觉得这一切都没有意义,
WillLynn.Lynn.41,工作、作曲又有什么意义啊,
WillLynn.Lynn.42,天天写这些破东西,
WillLynn.Lynn.101,赚些钱来又有什么用啊,
WillLynn.Lynn.102,不能和你在一起什么都没意义,
WillLynn.Lynn.103,你知道吗,
WillLynn.Lynn.104,我好害怕我好害怕,
WillLynn.Lynn.105,我害怕有一天我会作不了曲然后你就不要我了,
WillLynn.Lynn.106,我真的真的好害怕,
WillLynn.Lynn.43,我好害怕有一天我会忘记掉我对你的爱,
WillLynn.Lynn.107,我不想忘记！,
WillLynn.Lynn.108,求求你求求你求求你求求你求求你回来吧回来吧回到我身边,
WillLynn.Will.44,,
WillLynn.Will.45,,
WillLynn.Will.46,,
WillLynn.Will.47,冷静点，Lynn,
WillLynn.Will.48,你是我认识的最出色的作曲家,
WillLynn.Will.49,没有人可以和你相提并论,
WillLynn.Tips.50,2011/6/15 01:23,
WillLynn.Will.51,我不后悔认识你,
WillLynn.Will.52,但是我不能依赖你，我不能这样做,
WillLynn.Will.53,你明白的，我不可以,
WillLynn.Tips.54,2011/6/15 01:35,
WillLynn.Lynn.55,我们见面吧,
WillLynn.Tips.56,2011/6/15 02:41,
WillLynn.Lynn.57,你想做吗？,
WillLynn.Tips.58,2011/6/15 02:55,
WillLynn.Will.59,我们会见面的,
WillLynn.Tips.60,2011/6/18 11:34,
WillLynn.Will.61,走的时候把门关上,
WillLynn.Tips.62,2011/6/18 14:21,
WillLynn.Lynn.63,好，谢谢,
WillLynn.Lynn.64,你去哪了,
WillLynn.Will.65,"<wave><color=#38639A><sprite name=""Voice"">[语音]</wave>",
WillLynn.Todo.1,Will 通过语音告诉了 Lynn 他的去向 ,
WillLynn.Will.66,如果有人问起你的话,
WillLynn.Lynn.67,谁会问起？,
WillLynn.Will.68,如果有人,
WillLynn.Tips.69,2011/6/25 03:17,
WillLynn.Lynn.70,永别了，Will,
WillLynn.Lynn.71,永别了，我的爱人,
WillLynn.Lynn.72,请你忘了我吧,
WillLynn.Lynn.73,然后去开始新的生活,
WillLynn.Lynn.74,忘了我吧,
WillLynn.Lynn.75,不要来找我,
