location,source,target
D09NewFriend.Monologue.1,"Lith，
不记得有认识叫这个名字的人，应该是今天的客人。",
D09NewFriend.Monologue.2,"Lith，
今天的客人。",
D09NewFriend.Monologue.3,一位虚拟主播。,
D09NewFriend.Monologue.4,希望我在今晚十二点之前从 Lith 的粉丝们那里筹到钱。,
D09NewFriend.Monologue.5,要至少一万以上我才有机会拿到钱。,
D09NewFriend.Monologue.6,筹到了不少，但还是不够，Lith 也跑了……,
D09NewFriend.Monologue.7,"筹到了一万多，但 Lith 跑了……
网络替身有债必偿，该让 Nil 想办法了。",
D09NewFriend.Monologue.8,,
D09NewFriend.Monologue.9,,
D09NewFriend.Monologue.10,"应该是 Lith 的粉丝之一，
没有更详细的信息了，先去看看 Lith 发过来的<color=#DB7F20> 粉丝名单 </color>吧。",
D09NewFriend.Monologue.11,"Meeka，
Lith 的粉丝之一。",
D09NewFriend.Monologue.12,拿了 Meeka 的红包之后，被 Meeka 的视频硬控了好一会。,
D09NewFriend.Monologue.13,"Woooods，
Lith 的粉丝之一。",
D09NewFriend.Monologue.14,不在线。,
D09NewFriend.Monologue.15,"Deans,
Lith 的粉丝之一。",
D09NewFriend.Monologue.16,没有回复我。,
D09NewFriend.Monologue.20,"Dom？
这个头像不是我的直接领导 Dom 吗？",
D09NewFriend.Monologue.21,"Dom 也是 Lith 的粉丝？
一会记得看看 Lith 的粉丝名单。",
D09NewFriend.Monologue.22,看来 Dom 也是 Lith 的粉丝之一。,
D09NewFriend.Monologue.23,"Dom，
Lith 的粉丝之一。",
D09NewFriend.Monologue.24,陪他聊了一会之后，给了 Lith 一大笔钱。,
D09NewFriend.Monologue.30,"Aspen，
Lith 的粉丝之一。",
D09NewFriend.Monologue.31,看起来很喜欢 Lith。,
D09NewFriend.Monologue.32,好像和 Lith 约定了要在一些群聊里做什么事情。,
D09NewFriend.Monologue.40,"Nil，
总是忙碌中，但是每次都会秒回。",
D09NewFriend.Monologue.71,这就是传说中的网络替身秘技，赛博捞薯条。,
D09NewFriend.Monologue.41,问问 Nil 粉丝名单的标题是什么意思。,
D09NewFriend.Monologue.42,按照 Nil 的意思。,
D09NewFriend.Monologue.43,<color=#DB7F20> 荣耀等级 </color> 是在<color=#DB7F20> 个人直播间 </color> 花的钱。,
D09NewFriend.Monologue.44,<color=#DB7F20> 皇家等级 </color> 是在<color=#DB7F20> 所有直播间 </color> 花的钱。,
D09NewFriend.Monologue.50,"MegaCC？
记得 Lith 的粉丝名单里<color=#DB7F20> 没有 </color>这个名字。",
D09NewFriend.Monologue.51,奇怪的名字……,
D09NewFriend.Monologue.52,要理这个人吗？,
D09NewFriend.Monologue.53,,
D09NewFriend.Monologue.60,今天差不多要把钱转给 Daisy 了。,
D09NewFriend.Monologue.80,"Alan，
一位网络警察……",
D09NewFriend.Monologue.81,在考虑离婚的事情。,
D09NewFriend.Monologue.90,现在是TT的员工。,
