D05NewFriend.Monologue.1,"Norida，
今天的客人。",
D05NewFriend.Monologue.2,"Norida，
不记得有认识叫这个名字的人，应该是今天的客人。",
D05NewFriend.Monologue.3,幻视科技的法人、兼剧情副总监、兼本案的委托人……,
D05NewFriend.Monologue.4,拜托我找到一份剧本。,
D05NewFriend.Monologue.5,答应给我他们公司的股份。,
D05NewFriend.Monologue.6,"嗯……
事成之后就该全职网络替身了，是我低估了这个职业的潜力。",
D05NewFriend.Monologue.7,我没找到。,
D05NewFriend.Monologue.8,我只找到了一条语音。,
D05NewFriend.Monologue.9,记得今天有看到过一条幽灵协议的新鲜事。,
D05NewFriend.Monologue.10,Milix 独家发行的《幽灵协议》，应该就是这个吧？,
D05NewFriend.Monologue.11,Milix 独家发行的《幽灵协议》，Norida 他们做的游戏。,
D05NewFriend.Monologue.20,"Frank，
幻视科技的创始人之一，负责程序。",
D05NewFriend.Monologue.21,Norida 说 Frank 与 Will 积怨很深。,
D05NewFriend.Monologue.22,"Will，
幻视科技的创始人之一，负责剧本。",
D05NewFriend.Monologue.23,找不到人，也找不到剧本。,
D05NewFriend.Monologue.24,"Viz，
幻视科技的创始人之一，负责美术。",
D05NewFriend.Monologue.25,Norida 说 Viz 和 Will 有暧昧关系。,
D05NewFriend.Monologue.26,"Norida，
今天的客人。",
D05NewFriend.Monologue.27,也是 Will 的实习生。,
D05NewFriend.Monologue.30,"这个头像，Ben？
是我认识的那个 Ben 吗？",
D05NewFriend.Monologue.31,"为什么会在 Will 的好友列表里，
是软件出 BUG 了还是怎么回事？",
D05NewFriend.Monologue.32,打开看看吧。,
D05NewFriend.Monologue.33,"他们竟然认识……
转行后的这几年 Ben 也情根深种啊……是这么说吗？。",
D05NewFriend.Monologue.34,也许该用我自己的号问问 Ben 知不知道 Lynn 的联系方式。,
D05NewFriend.Monologue.35,有了，有这个人。,
D05NewFriend.Monologue.36,看来 Ben 和 Will 他们认识。,
D05NewFriend.Monologue.37,问问 Ben 知不知道 Lynn 的联系方式。,
D05NewFriend.Monologue.40,"Alan，
上上周来找我的网络警察……",
